xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.2,20.0,1.6,0.8,0.00010484361278119285
0.2,20.0,1.6,1.0,0.0001238667837600486
0.2,20.0,1.6,2.0,0.0001381341619941902
0.3,2.5,0.8,0.5,0.0016025044395362228
0.3,2.5,0.8,0.6,0.002154091112564994
0.3,2.5,0.8,0.8,0.002815995120199521
0.3,2.5,0.8,1.0,0.0033269385646893307
0.3,2.5,0.8,2.0,0.0037101461480566885
0.3,2.5,1.0,0.5,0.0019245029951439677
0.3,2.5,1.0,0.6,0.0025869225043420726
0.3,2.5,1.0,0.8,0.003381825915379798
0.3,2.5,1.0,1.0,0.003995435566005411
0.3,2.5,1.0,2.0,0.004455642803974621
0.3,2.5,1.2,0.5,0.002340020687277325
0.3,2.5,1.2,0.6,0.003145462590506838
0.3,2.5,1.2,0.8,0.004111992874382255
0.3,2.5,1.2,1.0,0.004858086426847489
0.3,2.5,1.2,2.0,0.0054176565911964155
0.3,2.5,1.4,0.5,0.002731058627061068
0.3,2.5,1.4,0.6,0.00367109692260745
0.3,2.5,1.4,0.8,0.0047991428772631095
0.3,2.5,1.4,1.0,0.005669915193137653
0.3,2.5,1.4,2.0,0.006
0.3,2.5,1.6,0.5,0.0031438445874870926
0.3,2.5,1.6,0.6,0.004225965007093156
0.3,2.5,1.6,0.8,0.005524509510620434
0.3,2.5,1.6,1.0,0.006
0.3,2.5,1.6,2.0,0.006
0.3,3.0,0.8,0.5,0.00142904642205355
0.3,3.0,0.8,0.6,0.0019209283426879246
0.3,3.0,0.8,0.8,0.0025111866474491736
0.3,3.0,0.8,1.0,0.0029668246370894357
0.3,3.0,0.8,2.0,0.0033085531293196324
0.3,3.0,1.0,0.5,0.001716191263868048
0.3,3.0,1.0,0.6,0.002306909271358862
0.3,3.0,1.0,0.8,0.0030157708803478372
0.3,3.0,1.0,1.0,0.0035629622978130123
0.3,3.0,1.0,2.0,0.003973355860911894
0.3,3.0,1.2,0.5,0.002086732559475922
0.3,3.0,1.2,0.6,0.002804991954947707
